time_s,parcel_height_m,kid_nearest_height_m,height_difference_m,w_m_s,temperature_K,pressure_mb,qv_kg_kg,RH_percent,cloud_mass_kg_kg,rain_mass_kg_kg
2880.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014204924809746444,3.411608122405596e-05
2910.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014116198872216046,3.354038199177012e-05
2940.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014029450539965183,3.2986561564030126e-05
2970.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013944612874183804,3.244630715926178e-05
3000.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013861626212019473,3.1916177249513566e-05
3030.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013780436711385846,3.1396455597132444e-05
3060.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013700990530196577,3.0891278584022075e-05
3090.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013623226550407708,3.0403507480514236e-05
3120.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013547077833209187,2.9926779461675324e-05
3150.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013472491991706192,2.9471202651620843e-05
3180.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013399396266322583,2.903228232753463e-05
3210.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013327736814972013,2.8607048079720698e-05
3240.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.0001325746125075966,2.8194417609483935e-05
3270.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013188507000450045,2.7793059416580945e-05
3300.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00013120862422510982,2.740134186751675e-05
3330.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.0001305448531638831,2.7017642423743382e-05
3360.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012989334936719388,2.663986015249975e-05
3390.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012925389455631375,2.6265322958352044e-05
3420.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012862615403719246,2.5901259505189955e-05
3450.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012800977856386453,2.5546889446559362e-05
3480.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012740501551888883,2.520052839827258e-05
3510.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012681199586950243,2.4862602003850043e-05
3540.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012622930807992816,2.4533785108360462e-05
3570.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012565664655994624,2.4214059521909803e-05
3600.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00012509369116742164,2.3902586690383032e-05
